sku;fecha;udsVenta
6;20210515;56
6;20210516;0
6;20210517;14
6;20210518;21
6;20210519;42
6;20210520;14
6;20210521;42
6;20210522;49
6;20210523;0
6;20210524;35
6;20210525;14
6;20210526;28
6;20210527;35
6;20210528;35
6;20210529;49
6;20210530;0
6;20210531;63
6;20210601;49
6;20210602;21
6;20210603;0
6;20210604;84
6;20210605;56
6;20210606;0
6;20210607;42
6;20210608;28
6;20210609;7
6;20210610;28
6;20210611;49
6;20210612;21
6;20210613;0
6;20210614;21
6;20210615;49
6;20210616;14
6;20210617;21
6;20210618;21
6;20210619;14
6;20210620;0
6;20210621;7
6;20210622;7
6;20210623;7
6;20210624;7
6;20210625;28
6;20210626;14
6;20210627;0
6;20210628;7
6;20210629;21
6;20210630;0
6;20210701;49
6;20210702;14
6;20210703;7
6;20210704;0
6;20210705;21
6;20210706;0
6;20210707;28
6;20210708;21
6;20210709;28
6;20210710;0
6;20210711;0
6;20210712;35
6;20210713;49
6;20210714;35
6;20210715;7
6;20210716;21
6;20210717;35
6;20210718;0
6;20210719;0
6;20210720;14
6;20210721;70
6;20210722;7
6;20210723;28
6;20210724;28
6;20210725;0
6;20210726;49
6;20210727;14
6;20210728;14
6;20210729;28
6;20210730;0
6;20210731;0
6;20210801;0
6;20210802;0
6;20210803;0
6;20210804;56
6;20210805;28
6;20210806;63
6;20210807;42
6;20210808;0
6;20210809;56
6;20210810;49
6;20210811;7
6;20210812;35
6;20210813;14
6;20210814;21
6;20210815;0
6;20210816;7
6;20210817;28
6;20210818;21
6;20210819;28
6;20210820;42
6;20210821;49
6;20210822;0
6;20210823;49
6;20210824;42
6;20210825;35
6;20210826;21
6;20210827;21
6;20210828;21
6;20210829;0
6;20210830;42
6;20210831;35
6;20210901;0
6;20210902;28
6;20210903;0
6;20210904;21
6;20210905;0
6;20210906;7
6;20210907;42
6;20210908;14
6;20210909;0
6;20210910;7
6;20210911;49
6;20210912;0
6;20210913;28
6;20210914;14
6;20210915;21
6;20210916;14
6;20210917;7
6;20210918;7
6;20210919;0
6;20210920;21
6;20210921;28
6;20210922;21
6;20210923;49
6;20210924;28
6;20210925;21
6;20210926;0
6;20210927;42
6;20210928;42
6;20210929;21
6;20210930;21
6;20211001;7
6;20211002;49
6;20211003;0
6;20211004;7
6;20211005;28
6;20211006;42
6;20211007;21
6;20211008;21
6;20211009;42
6;20211010;0
6;20211011;28
6;20211012;0
6;20211013;28
6;20211014;49
6;20211015;35
6;20211016;21
6;20211017;0
6;20211018;28
6;20211019;7
6;20211020;35
6;20211021;28
6;20211022;14
6;20211023;42
6;20211024;0
6;20211025;56
6;20211026;14
6;20211027;0
6;20211028;28
6;20211029;7
6;20211030;7
6;20211031;0
6;20211101;7
6;20211102;14
6;20211103;0
6;20211104;35
6;20211105;35
6;20211106;21
6;20211107;0
6;20211108;21
6;20211109;14
6;20211110;7
6;20211111;0
6;20211112;14
6;20211113;21
6;20211114;0
6;20211115;14
6;20211116;28
6;20211117;14
6;20211118;7
6;20211119;21
6;20211120;35
6;20211121;0
6;20211122;21
6;20211123;56
6;20211124;35
6;20211125;56
6;20211126;21
6;20211127;28
6;20211128;7
6;20211129;70
6;20211130;14
6;20211201;49
6;20211202;49
6;20211203;21
6;20211204;21
6;20211205;14
6;20211206;0
6;20211207;63
6;20211208;0
6;20211209;28
6;20211210;35
6;20211211;28
6;20211212;0
6;20211213;21
6;20211214;42
6;20211215;14
6;20211216;0
6;20211217;21
6;20211218;14
6;20211219;0
6;20211220;21
6;20211221;35
6;20211222;14
6;20211223;0
6;20211224;21
6;20211225;0
6;20211226;0
6;20211227;14
6;20211228;28
6;20211229;14
6;20211230;0
6;20211231;7
6;20220101;0
6;20220102;0
6;20220103;21
6;20220104;28
6;20220105;0
6;20220106;0
6;20220107;7
6;20220108;28
6;20220109;0
6;20220110;28
6;20220111;35
6;20220112;0
6;20220113;14
6;20220114;21
6;20220115;21
6;20220116;0
6;20220117;14
6;20220118;35
6;20220119;28
6;20220120;28
6;20220121;56
6;20220122;28
6;20220123;0
6;20220124;63
6;20220125;77
6;20220126;14
6;20220127;21
6;20220128;28
6;20220129;28
6;20220130;0
6;20220131;63
6;20220201;7
6;20220202;21
6;20220203;28
6;20220204;14
6;20220205;49
6;20220206;0
6;20220207;28
6;20220208;28
6;20220209;84
6;20220210;28
6;20220211;42
6;20220212;35
6;20220213;0
6;20220214;28
6;20220215;42
6;20220216;21
6;20220217;91
6;20220218;56
6;20220219;21
6;20220220;0
6;20220221;35
6;20220222;42
6;20220223;14
6;20220224;14
6;20220225;7
6;20220226;35
6;20220227;0
6;20220228;0
6;20220301;21
6;20220302;21
6;20220303;42
6;20220304;21
6;20220305;21
6;20220306;0
6;20220307;21
6;20220308;28
6;20220309;14
6;20220310;7
6;20220311;14
6;20220312;28
6;20220313;0
6;20220314;7
7;20200314;14
7;20200315;0
7;20200316;0
7;20200317;0
7;20200318;0
7;20200319;0
7;20200320;0
7;20200321;0
7;20200322;0
7;20200323;0
7;20200324;0
7;20200325;0
7;20200326;0
7;20200327;0
7;20200328;0
7;20200329;0
7;20200330;0
7;20200331;0
7;20200401;0
7;20200402;0
7;20200403;0
7;20200404;0
7;20200405;0
7;20200406;0
7;20200407;0
7;20200408;0
7;20200409;0
7;20200410;0
7;20200411;0
7;20200412;0
7;20200413;0
7;20200414;0
7;20200415;0
7;20200416;0
7;20200417;0
7;20200418;0
7;20200419;0
7;20200420;0
7;20200421;0
7;20200422;0
7;20200423;0
7;20200424;0
7;20200425;0
7;20200426;0
7;20200427;0
7;20200428;0
7;20200429;0
7;20200430;0
7;20200501;0
7;20200502;0
7;20200503;0
7;20200504;0
7;20200505;0
7;20200506;0
7;20200507;0
7;20200508;0
7;20200509;0
7;20200510;0
7;20200511;7
7;20200512;21
7;20200513;28
7;20200514;0
7;20200515;21
7;20200516;7
7;20200517;0
7;20200518;21
7;20200519;42
7;20200520;28
7;20200521;28
7;20200522;14
7;20200523;14
7;20200524;0
7;20200525;42
7;20200526;42
7;20200527;14
7;20200528;14
7;20200529;49
7;20200530;7
7;20200531;0
7;20200601;7
7;20200602;28
7;20200603;35
7;20200604;21
7;20200605;0
7;20200606;14
7;20200607;0
7;20200608;7
7;20200609;42
7;20200610;21
7;20200611;28
7;20200612;21
7;20200613;21
7;20200614;0
7;20200615;21
7;20200616;42
7;20200617;14
7;20200618;42
7;20200619;56
7;20200620;7
7;20200621;0
7;20200622;35
7;20200623;49
7;20200624;0
7;20200625;35
7;20200626;42
7;20200627;35
7;20200628;0
7;20200629;35
7;20200630;35
7;20200701;14
7;20200702;21
7;20200703;77
7;20200704;14
7;20200705;0
7;20200706;63
7;20200707;28
7;20200708;0
7;20200709;28
7;20200710;21
7;20200711;21
7;20200712;0
7;20200713;42
7;20200714;35
7;20200715;42
7;20200716;42
7;20200717;21
7;20200718;35
7;20200719;0
7;20200720;49
7;20200721;35
7;20200722;56
7;20200723;42
7;20200724;35
7;20200725;21
7;20200726;0
7;20200727;14
7;20200728;42
7;20200729;35
7;20200730;42
7;20200731;35
7;20200801;21
7;20200802;0
7;20200803;42
7;20200804;49
7;20200805;28
7;20200806;28
7;20200807;35
7;20200808;63
7;20200809;0
7;20200810;49
7;20200811;49
7;20200812;21
7;20200813;42
7;20200814;42
7;20200815;0
7;20200816;0
7;20200817;28
7;20200818;77
7;20200819;63
7;20200820;42
7;20200821;49
7;20200822;21
7;20200823;0
7;20200824;35
7;20200825;42
7;20200826;42
7;20200827;21
7;20200828;42
7;20200829;14
7;20200830;0
7;20200831;35
7;20200901;56
7;20200902;21
7;20200903;42
7;20200904;49
7;20200905;28
7;20200906;0
7;20200907;49
7;20200908;42
7;20200909;35
7;20200910;14
7;20200911;35
7;20200912;21
7;20200913;0
7;20200914;21
7;20200915;35
7;20200916;42
7;20200917;35
7;20200918;28
7;20200919;28
7;20200920;0
7;20200921;42
7;20200922;21
7;20200923;14
7;20200924;7
7;20200925;49
7;20200926;35
7;20200927;0
7;20200928;14
7;20200929;28
7;20200930;14
7;20201001;21
7;20201002;28
7;20201003;14
7;20201004;0
7;20201005;14
7;20201006;35
7;20201007;7
7;20201008;21
7;20201009;0
7;20201010;21
7;20201011;0
7;20201012;0
7;20201013;21
7;20201014;21
7;20201015;35
7;20201016;21
7;20201017;7
7;20201018;0
7;20201019;21
7;20201020;21
7;20201021;42
7;20201022;35
7;20201023;28
7;20201024;21
7;20201025;0
7;20201026;35
7;20201027;35
7;20201028;28
7;20201029;49
7;20201030;14
7;20201031;7
7;20201101;0
7;20201102;35
7;20201103;28
7;20201104;14
7;20201105;14
7;20201106;42
7;20201107;7
7;20201108;0
7;20201109;21
7;20201110;14
7;20201111;28
7;20201112;35
7;20201113;7
7;20201114;35
7;20201115;0
7;20201116;35
7;20201117;35
7;20201118;7
7;20201119;7
7;20201120;14
7;20201121;14
7;20201122;0
7;20201123;28
7;20201124;21
7;20201125;35
7;20201126;7
7;20201127;35
7;20201128;7
7;20201129;0
7;20201130;21
7;20201201;28
7;20201202;28
7;20201203;28
7;20201204;28
7;20201205;14
7;20201206;0
7;20201207;35
7;20201208;0
7;20201209;7
7;20201210;49
7;20201211;28
7;20201212;21
7;20201213;0
7;20201214;28
7;20201215;21
7;20201216;21
7;20201217;21
7;20201218;63
7;20201219;21
7;20201220;0
7;20201221;21
7;20201222;28
7;20201223;21
7;20201224;14
7;20201225;0
7;20201226;14
7;20201227;0
7;20201228;7
7;20201229;28
7;20201230;21
7;20201231;0
7;20210101;0
7;20210102;28
7;20210103;0
7;20210104;21
7;20210105;7
7;20210106;0
7;20210107;14
7;20210108;7
7;20210109;35
7;20210110;0
7;20210111;35
7;20210112;14
7;20210113;35
7;20210114;28
7;20210115;21
7;20210116;14
7;20210117;0
7;20210118;21
7;20210119;21
7;20210120;14
7;20210121;14
7;20210122;35
7;20210123;14
7;20210124;0
7;20210125;7
7;20210126;35
7;20210127;21
7;20210128;21
7;20210129;21
7;20210130;14
7;20210131;0
7;20210201;7
7;20210202;7
7;20210203;14
7;20210204;7
7;20210205;7
7;20210206;7
7;20210207;0
7;20210208;14
7;20210209;7
7;20210210;0
7;20210211;7
7;20210212;0
7;20210213;7
7;20210214;0
7;20210215;28
7;20210216;14
7;20210217;7
7;20210218;21
7;20210219;21
7;20210220;21
7;20210221;0
7;20210222;7
7;20210223;21
7;20210224;7
7;20210225;7
7;20210226;0
7;20210227;7
7;20210228;0
7;20210301;14
7;20210302;14
7;20210303;21
7;20210304;7
7;20210305;0
7;20210306;7
7;20210307;0
7;20210308;0
7;20210309;14
7;20210310;35
7;20210311;14
7;20210312;21
7;20210313;14
7;20210314;0
7;20210315;21
7;20210316;21
7;20210317;35
7;20210318;35
7;20210319;0
7;20210320;14
7;20210321;0
7;20210322;14
7;20210323;21
7;20210324;42
7;20210325;21
7;20210326;21
7;20210327;0
7;20210328;0
7;20210329;14
7;20210330;14
7;20210331;28
7;20210401;28
7;20210402;14
7;20210403;42
7;20210404;0
7;20210405;0
7;20210406;35
7;20210407;28
7;20210408;28
7;20210409;35
7;20210410;14
7;20210411;0
7;20210412;14
7;20210413;28
7;20210414;7
7;20210415;42
7;20210416;7
7;20210417;7
7;20210418;0
7;20210419;28
7;20210420;70
7;20210421;28
7;20210422;14
7;20210423;14
7;20210424;28
7;20210425;0
7;20210426;21
7;20210427;21
7;20210428;14
7;20210429;42
7;20210430;14
7;20210501;0
7;20210502;0
7;20210503;28
7;20210504;21
7;20210505;21
7;20210506;42
7;20210507;21
7;20210508;21
7;20210509;0
7;20210510;21
7;20210511;56
7;20210512;21
7;20210513;35
7;20210514;28
7;20210515;14
7;20210516;0
7;20210517;28
7;20210518;21
7;20210519;14
7;20210520;56
7;20210521;35
7;20210522;21
7;20210523;0
7;20210524;28
7;20210525;28
7;20210526;7
7;20210527;28
7;20210528;35
7;20210529;28
7;20210530;0
7;20210531;21
7;20210601;42
7;20210602;35
7;20210603;35
7;20210604;28
7;20210605;28
7;20210606;0
7;20210607;49
7;20210608;42
7;20210609;56
7;20210610;28
7;20210611;21
7;20210612;7
7;20210613;0
7;20210614;14
7;20210615;35
7;20210616;21
7;20210617;28
7;20210618;35
7;20210619;14
7;20210620;0
7;20210621;21
7;20210622;49
7;20210623;28
7;20210624;0
7;20210625;28
7;20210626;28
7;20210627;0
7;20210628;42
7;20210629;28
7;20210630;0
7;20210701;28
7;20210702;35
7;20210703;21
7;20210704;0
7;20210705;28
7;20210706;35
7;20210707;0
7;20210708;21
7;20210709;49
7;20210710;28
7;20210711;0
7;20210712;49
